,Name,Defending,General,Mental,Passing,Mobility,Power,Rating,Shooting,Nationality,Flag,Club,club_logo,Photo
13143,Pedro Neto,19,60,45,47,69,56,70,57,Portugal,https://cdn.sofifa.org/flags/38.png,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,https://cdn.sofifa.org/players/4/19/238616.png
13144,C. Fagan,20,58,50,48,66,72,62,58,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,St. Patrick's Athletic,https://cdn.sofifa.org/teams/2/light/423.png,https://cdn.sofifa.org/players/4/19/186136.png
13145,M. Clayton,21,54,51,54,75,64,66,54,England,https://cdn.sofifa.org/flags/14.png,Blackpool,https://cdn.sofifa.org/teams/2/light/1926.png,https://cdn.sofifa.org/players/4/19/203289.png
13146,M. Litka,36,56,45,49,71,59,67,52,Germany,https://cdn.sofifa.org/flags/21.png,KFC Uerdingen 05,https://cdn.sofifa.org/teams/2/light/167.png,https://cdn.sofifa.org/players/4/19/225561.png
13147,J. McGing,64,50,56,54,60,64,64,35,Australia,https://cdn.sofifa.org/flags/195.png,Central Coast Mariners,https://cdn.sofifa.org/teams/2/light/111396.png,https://cdn.sofifa.org/players/4/19/228889.png
13148,J. Jiménez,60,53,54,54,60,65,66,41,Colombia,https://cdn.sofifa.org/flags/56.png,Atlético Bucaramanga,https://cdn.sofifa.org/teams/2/light/112992.png,https://cdn.sofifa.org/players/4/19/231705.png
13149,Li Peng,60,41,45,38,52,72,63,28,China PR,https://cdn.sofifa.org/flags/155.png,Shanghai Greenland Shenhua FC,https://cdn.sofifa.org/teams/2/light/110955.png,https://cdn.sofifa.org/players/4/19/238105.png
13150,Carlos Gracia,61,48,53,47,59,63,65,29,Spain,https://cdn.sofifa.org/flags/45.png,GIF Sundsvall,https://cdn.sofifa.org/teams/2/light/1596.png,https://cdn.sofifa.org/players/4/19/240665.png
13151,R. Hernández,59,52,48,49,74,71,69,32,Venezuela,https://cdn.sofifa.org/flags/61.png,Stabæk Fotball,https://cdn.sofifa.org/teams/2/light/917.png,https://cdn.sofifa.org/players/4/19/240921.png
13152,E. Yeşilyurt,35,51,45,62,63,62,64,45,Germany,https://cdn.sofifa.org/flags/21.png,Sivasspor,https://cdn.sofifa.org/teams/2/light/101041.png,https://cdn.sofifa.org/players/4/19/211739.png
13153,A. Jones,66,45,44,33,46,64,68,34,England,https://cdn.sofifa.org/flags/14.png,St. Mirren,https://cdn.sofifa.org/teams/2/light/100805.png,https://cdn.sofifa.org/players/4/19/236315.png
13154,G. Piscitella,44,57,45,51,73,64,62,54,Italy,https://cdn.sofifa.org/flags/27.png,Carpi,https://cdn.sofifa.org/teams/2/light/112409.png,https://cdn.sofifa.org/players/4/19/208156.png
13155,Samuel Manchón,28,53,49,57,69,52,68,45,Spain,https://cdn.sofifa.org/flags/45.png,Extremadura UD,https://cdn.sofifa.org/teams/2/light/469.png,https://cdn.sofifa.org/players/4/19/243996.png
13156,H. Silveira,18,54,45,41,49,60,64,56,Uruguay,https://cdn.sofifa.org/flags/60.png,Club Atlético Tigre,https://cdn.sofifa.org/teams/2/light/111715.png,https://cdn.sofifa.org/players/4/19/245532.png
13157,Andrés Martín,23,60,49,54,62,54,70,57,Spain,https://cdn.sofifa.org/flags/45.png,Córdoba CF,https://cdn.sofifa.org/teams/2/light/1867.png,https://cdn.sofifa.org/players/4/19/246044.png
13158,J. Labadie,59,56,62,63,62,64,62,54,England,https://cdn.sofifa.org/flags/14.png,Newport County,https://cdn.sofifa.org/teams/2/light/112254.png,https://cdn.sofifa.org/players/4/19/190492.png
13159,P. Kristensen,59,58,61,60,64,66,62,52,Denmark,https://cdn.sofifa.org/flags/13.png,Aalborg BK,https://cdn.sofifa.org/teams/2/light/820.png,https://cdn.sofifa.org/players/4/19/172573.png
13160,D. Agyei,26,58,53,45,68,66,66,52,England,https://cdn.sofifa.org/flags/14.png,Burnley,https://cdn.sofifa.org/teams/2/light/1796.png,https://cdn.sofifa.org/players/4/19/228382.png
13161,N. Fofana,63,50,50,55,58,64,62,28,France,https://cdn.sofifa.org/flags/18.png,La Berrichonne de Châteauroux,https://cdn.sofifa.org/teams/2/light/212.png,https://cdn.sofifa.org/players/4/19/239134.png
13162,A. Golec,62,47,47,51,51,64,62,28,Australia,https://cdn.sofifa.org/flags/195.png,Central Coast Mariners,https://cdn.sofifa.org/teams/2/light/111396.png,https://cdn.sofifa.org/players/4/19/191006.png
13163,C. Pérez,63,46,44,47,50,63,68,26,Colombia,https://cdn.sofifa.org/flags/56.png,Alianza Petrolera,https://cdn.sofifa.org/teams/2/light/112579.png,https://cdn.sofifa.org/players/4/19/231711.png
13164,S. Hendrie,61,52,51,47,64,65,64,35,Scotland,https://cdn.sofifa.org/flags/42.png,Southend United,https://cdn.sofifa.org/teams/2/light/1954.png,https://cdn.sofifa.org/players/4/19/223264.png
13165,J. Porsan-Clémenté,60,57,54,58,65,59,66,56,France,https://cdn.sofifa.org/flags/18.png,Montpellier HSC,https://cdn.sofifa.org/teams/2/light/70.png,https://cdn.sofifa.org/players/4/19/224032.png
13166,F. Valenčič,37,54,53,54,62,64,64,57,Slovenia,https://cdn.sofifa.org/flags/44.png,Stabæk Fotball,https://cdn.sofifa.org/teams/2/light/917.png,https://cdn.sofifa.org/players/4/19/229664.png
13167,K. Marsh-Brown,38,54,54,56,68,62,62,55,England,https://cdn.sofifa.org/flags/14.png,Newport County,https://cdn.sofifa.org/teams/2/light/112254.png,https://cdn.sofifa.org/players/4/19/198689.png
13168,P. Retre,60,51,56,53,65,68,63,46,Australia,https://cdn.sofifa.org/flags/195.png,Sydney FC,https://cdn.sofifa.org/teams/2/light/111400.png,https://cdn.sofifa.org/players/4/19/213281.png
13169,G. Woods,13,14,28,22,56,59,62,16,England,https://cdn.sofifa.org/flags/14.png,Hamilton Academical FC,https://cdn.sofifa.org/teams/2/light/184.png,https://cdn.sofifa.org/players/4/19/186147.png
13170,M. Konradsen,57,62,56,63,68,61,66,57,Norway,https://cdn.sofifa.org/flags/36.png,FK Bodø/Glimt,https://cdn.sofifa.org/teams/2/light/918.png,https://cdn.sofifa.org/players/4/19/220964.png
13171,R. Hardie,21,51,40,43,76,68,68,51,Scotland,https://cdn.sofifa.org/flags/42.png,Livingston FC,https://cdn.sofifa.org/teams/2/light/621.png,https://cdn.sofifa.org/players/4/19/226084.png
13172,S. Gronsveld,61,56,57,62,64,68,66,39,Netherlands,https://cdn.sofifa.org/flags/34.png,FC Emmen,https://cdn.sofifa.org/teams/2/light/100628.png,https://cdn.sofifa.org/players/4/19/229156.png
13173,L. Dodds,32,58,49,59,68,70,62,58,England,https://cdn.sofifa.org/flags/14.png,Port Vale,https://cdn.sofifa.org/teams/2/light/1928.png,https://cdn.sofifa.org/players/4/19/172068.png
13174,M. Shabani,35,57,49,63,60,54,68,51,Germany,https://cdn.sofifa.org/flags/21.png,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,https://cdn.sofifa.org/players/4/19/242980.png
13175,J. McGlashan,31,48,47,54,79,66,62,48,England,https://cdn.sofifa.org/flags/14.png,Swindon Town,https://cdn.sofifa.org/teams/2/light/1934.png,https://cdn.sofifa.org/players/4/19/200485.png
13176,T. Soares,58,62,60,59,57,68,62,58,England,https://cdn.sofifa.org/flags/14.png,AFC Wimbledon,https://cdn.sofifa.org/teams/2/light/112259.png,https://cdn.sofifa.org/players/4/19/160293.png
13177,S. Dawson,64,50,64,60,52,57,62,45,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,Bury,https://cdn.sofifa.org/teams/2/light/1945.png,https://cdn.sofifa.org/players/4/19/164645.png
13178,T. Matsuura,39,58,47,56,68,72,62,53,Japan,https://cdn.sofifa.org/flags/163.png,Júbilo Iwata,https://cdn.sofifa.org/teams/2/light/101144.png,https://cdn.sofifa.org/players/4/19/232741.png
13179,D. Pelivan,59,54,61,55,63,69,66,51,Germany,https://cdn.sofifa.org/flags/21.png,SG Sonnenhof Großaspach,https://cdn.sofifa.org/teams/2/light/111379.png,https://cdn.sofifa.org/players/4/19/239909.png
13180,B. Heneghan,60,41,46,41,47,61,65,24,England,https://cdn.sofifa.org/flags/14.png,Blackpool,https://cdn.sofifa.org/teams/2/light/1926.png,https://cdn.sofifa.org/players/4/19/200742.png
13181,M. Agger,24,55,45,36,70,65,63,51,Denmark,https://cdn.sofifa.org/flags/13.png,Sarpsborg 08 FF,https://cdn.sofifa.org/teams/2/light/112199.png,https://cdn.sofifa.org/players/4/19/209702.png
13182,B. Waters,41,55,48,55,76,64,64,51,England,https://cdn.sofifa.org/flags/14.png,Northampton Town,https://cdn.sofifa.org/teams/2/light/1930.png,https://cdn.sofifa.org/players/4/19/212006.png
13183,N. Delgadillo,18,59,42,60,70,64,69,50,Argentina,https://cdn.sofifa.org/flags/52.png,Vélez Sarsfield,https://cdn.sofifa.org/teams/2/light/101088.png,https://cdn.sofifa.org/players/4/19/228646.png
13184,T. Campanini,62,58,57,53,62,70,66,45,France,https://cdn.sofifa.org/flags/18.png,GFC Ajaccio,https://cdn.sofifa.org/teams/2/light/110316.png,https://cdn.sofifa.org/players/4/19/235558.png
13185,M. Raynov,57,55,56,60,60,64,64,49,Bulgaria,https://cdn.sofifa.org/flags/9.png,No club,https://cdn.sofifa.org/flags/9.png,https://cdn.sofifa.org/players/4/19/236582.png
13186,K. Larson,60,47,58,57,67,72,62,30,Sweden,https://cdn.sofifa.org/flags/46.png,IK Sirius,https://cdn.sofifa.org/teams/2/light/113458.png,https://cdn.sofifa.org/players/4/19/237350.png
13187,A. Boupendza,17,54,42,41,60,63,67,60,Gabon,https://cdn.sofifa.org/flags/115.png,GFC Ajaccio,https://cdn.sofifa.org/teams/2/light/110316.png,https://cdn.sofifa.org/players/4/19/239910.png
13188,J. Hernández,60,57,54,57,68,68,66,42,Venezuela,https://cdn.sofifa.org/flags/61.png,Atlanta United,https://cdn.sofifa.org/teams/2/light/112885.png,https://cdn.sofifa.org/players/4/19/241958.png
13189,R. Mahazi,59,51,59,54,61,68,64,41,Australia,https://cdn.sofifa.org/flags/195.png,Western Sydney Wanderers,https://cdn.sofifa.org/teams/2/light/112427.png,https://cdn.sofifa.org/players/4/19/220711.png
13190,S. Kurt,33,58,40,56,68,52,65,50,Germany,https://cdn.sofifa.org/flags/21.png,Hertha BSC,https://cdn.sofifa.org/teams/2/light/166.png,https://cdn.sofifa.org/players/4/19/223271.png
13191,I. Al Maghrabi,21,65,52,45,64,73,62,58,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,Al Taawoun,https://cdn.sofifa.org/teams/2/light/112393.png,https://cdn.sofifa.org/players/4/19/224039.png
13192,G. Perrulli,37,54,53,67,67,67,62,52,Italy,https://cdn.sofifa.org/flags/27.png,US Cremonese,https://cdn.sofifa.org/teams/2/light/111434.png,https://cdn.sofifa.org/players/4/19/177959.png
13193,K. Memija,59,46,43,59,68,64,66,32,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,Vejle Boldklub,https://cdn.sofifa.org/teams/2/light/822.png,https://cdn.sofifa.org/players/4/19/243751.png
13194,S. McGinn,56,59,64,59,53,70,62,59,Scotland,https://cdn.sofifa.org/flags/42.png,St. Mirren,https://cdn.sofifa.org/teams/2/light/100805.png,https://cdn.sofifa.org/players/4/19/184615.png
13195,Kim Keun Hoan,54,52,60,56,48,64,62,45,Korea Republic,https://cdn.sofifa.org/flags/167.png,Gyeongnam FC,https://cdn.sofifa.org/teams/2/light/111588.png,https://cdn.sofifa.org/players/4/19/197416.png
13196,M. Raynes,59,39,48,39,47,65,62,25,England,https://cdn.sofifa.org/flags/14.png,Crewe Alexandra,https://cdn.sofifa.org/teams/2/light/121.png,https://cdn.sofifa.org/players/4/19/171816.png
13197,C. Rocchia,61,50,52,52,65,64,69,38,France,https://cdn.sofifa.org/flags/18.png,Olympique de Marseille,https://cdn.sofifa.org/teams/2/light/219.png,https://cdn.sofifa.org/players/4/19/241704.png
13198,J. Dunne,60,56,63,57,60,78,62,55,England,https://cdn.sofifa.org/flags/14.png,Swindon Town,https://cdn.sofifa.org/teams/2/light/1934.png,https://cdn.sofifa.org/players/4/19/186152.png
13199,Hou Sen,14,28,34,29,52,49,63,17,China PR,https://cdn.sofifa.org/flags/155.png,Beijing Sinobo Guoan FC,https://cdn.sofifa.org/teams/2/light/111768.png,https://cdn.sofifa.org/players/4/19/191528.png
13200,Min Junlin,60,44,58,53,63,70,66,48,China PR,https://cdn.sofifa.org/flags/155.png,Guizhou Hengfeng FC,https://cdn.sofifa.org/teams/2/light/112977.png,https://cdn.sofifa.org/players/4/19/224553.png
13201,I. Escobar,58,50,50,56,75,66,66,34,Argentina,https://cdn.sofifa.org/flags/52.png,Club Atlético Talleres,https://cdn.sofifa.org/teams/2/light/112670.png,https://cdn.sofifa.org/players/4/19/235049.png
13202,Pepê,39,58,51,59,61,66,68,54,Brazil,https://cdn.sofifa.org/flags/54.png,Portimonense SC,https://cdn.sofifa.org/teams/2/light/10031.png,https://cdn.sofifa.org/players/4/19/245289.png
13203,D. Johnson,61,52,54,51,58,64,70,34,England,https://cdn.sofifa.org/flags/14.png,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,https://cdn.sofifa.org/players/4/19/235051.png
13204,L. Gil,46,63,55,61,63,52,64,57,United States,https://cdn.sofifa.org/flags/95.png,Houston Dynamo,https://cdn.sofifa.org/teams/2/light/698.png,https://cdn.sofifa.org/players/4/19/197164.png
13205,B. Haunstrup,60,54,48,59,70,68,68,27,England,https://cdn.sofifa.org/flags/14.png,Portsmouth,https://cdn.sofifa.org/teams/2/light/1790.png,https://cdn.sofifa.org/players/4/19/229676.png
13206,Lee Dong Su,59,50,57,55,60,67,66,40,Korea Republic,https://cdn.sofifa.org/flags/167.png,Jeju United FC,https://cdn.sofifa.org/teams/2/light/1478.png,https://cdn.sofifa.org/players/4/19/233772.png
13207,Q. Bena,61,57,59,58,60,65,67,47,France,https://cdn.sofifa.org/flags/18.png,Chamois Niortais Football Club,https://cdn.sofifa.org/teams/2/light/1813.png,https://cdn.sofifa.org/players/4/19/236588.png
13208,H. Türkmen,62,48,44,46,55,70,66,32,Turkey,https://cdn.sofifa.org/flags/48.png,Trabzonspor,https://cdn.sofifa.org/teams/2/light/436.png,https://cdn.sofifa.org/players/4/19/243244.png
13209,B. Kyere,56,45,45,45,59,73,66,39,Ghana,https://cdn.sofifa.org/flags/117.png,SC Fortuna Köln,https://cdn.sofifa.org/teams/2/light/110169.png,https://cdn.sofifa.org/players/4/19/239149.png
13210,L. Pintor,23,59,42,45,68,60,72,57,France,https://cdn.sofifa.org/flags/18.png,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,https://cdn.sofifa.org/players/4/19/240941.png
13211,Eric García,62,55,50,49,58,58,72,35,Spain,https://cdn.sofifa.org/flags/45.png,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,https://cdn.sofifa.org/players/4/19/245037.png
13212,A. Solano,60,54,53,57,65,62,67,35,Colombia,https://cdn.sofifa.org/flags/56.png,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,https://cdn.sofifa.org/players/4/19/246061.png
13213,C. Harold,31,56,55,51,77,66,62,56,Australia,https://cdn.sofifa.org/flags/195.png,Perth Glory,https://cdn.sofifa.org/teams/2/light/111399.png,https://cdn.sofifa.org/players/4/19/203310.png
13214,I. Gelios,13,14,21,18,47,51,64,13,Greece,https://cdn.sofifa.org/flags/22.png,FC Hansa Rostock,https://cdn.sofifa.org/teams/2/light/27.png,https://cdn.sofifa.org/players/4/19/204334.png
13215,D. Kudła,18,16,34,20,52,62,64,18,Poland,https://cdn.sofifa.org/flags/37.png,Zagłębie Sosnowiec,https://cdn.sofifa.org/teams/2/light/111089.png,https://cdn.sofifa.org/players/4/19/216110.png
13216,Lee Sang Ki,55,53,61,60,72,73,66,54,Korea Republic,https://cdn.sofifa.org/flags/167.png,Pohang Steelers,https://cdn.sofifa.org/teams/2/light/1474.png,https://cdn.sofifa.org/players/4/19/237102.png
13217,W. Omsberg,60,40,44,43,52,62,67,26,United States,https://cdn.sofifa.org/flags/95.png,Minnesota United FC,https://cdn.sofifa.org/teams/2/light/111138.png,https://cdn.sofifa.org/players/4/19/242734.png
13218,B. Schwarz,64,51,57,56,65,65,62,39,Germany,https://cdn.sofifa.org/flags/21.png,SC Preußen Münster,https://cdn.sofifa.org/teams/2/light/531.png,https://cdn.sofifa.org/players/4/19/183342.png
13219,R. Koczor,15,27,27,40,51,55,62,24,Germany,https://cdn.sofifa.org/flags/21.png,FC Carl Zeiss Jena,https://cdn.sofifa.org/teams/2/light/110591.png,https://cdn.sofifa.org/players/4/19/194094.png
13220,T. Cicek,32,57,47,55,70,62,64,58,Turkey,https://cdn.sofifa.org/flags/48.png,Neuchâtel Xamax,https://cdn.sofifa.org/teams/2/light/435.png,https://cdn.sofifa.org/players/4/19/200239.png
13221,A. Mehring,19,18,25,24,44,54,66,19,Argentina,https://cdn.sofifa.org/flags/52.png,Godoy Cruz,https://cdn.sofifa.org/teams/2/light/111706.png,https://cdn.sofifa.org/players/4/19/215343.png
13222,M. Briceño,38,62,48,52,68,61,68,58,Chile,https://cdn.sofifa.org/flags/55.png,Curicó Unido,https://cdn.sofifa.org/teams/2/light/112655.png,https://cdn.sofifa.org/players/4/19/235311.png
13223,P. Hellquist,51,57,62,59,68,64,62,56,Sweden,https://cdn.sofifa.org/flags/46.png,IF Brommapojkarna,https://cdn.sofifa.org/teams/2/light/111705.png,https://cdn.sofifa.org/players/4/19/189231.png
13224,L. Dennis,18,53,46,56,75,67,64,50,England,https://cdn.sofifa.org/flags/14.png,Portsmouth,https://cdn.sofifa.org/teams/2/light/1790.png,https://cdn.sofifa.org/players/4/19/203312.png
13225,M. Baude,62,48,56,49,65,80,62,38,Germany,https://cdn.sofifa.org/flags/21.png,FC Energie Cottbus,https://cdn.sofifa.org/teams/2/light/162.png,https://cdn.sofifa.org/players/4/19/211760.png
13226,L. Moneta,37,57,60,61,70,67,64,49,Poland,https://cdn.sofifa.org/flags/37.png,Zagłębie Lubin,https://cdn.sofifa.org/teams/2/light/110749.png,https://cdn.sofifa.org/players/4/19/224304.png
13227,S. Hyodo,52,58,55,64,70,72,62,51,Japan,https://cdn.sofifa.org/flags/163.png,Hokkaido Consadole Sapporo,https://cdn.sofifa.org/teams/2/light/112444.png,https://cdn.sofifa.org/players/4/19/232752.png
13228,S. Økland,39,53,52,61,62,56,64,54,Norway,https://cdn.sofifa.org/flags/36.png,Kristiansund BK,https://cdn.sofifa.org/teams/2/light/113459.png,https://cdn.sofifa.org/players/4/19/190512.png
13229,L. Sapela,15,16,30,27,34,39,62,18,Poland,https://cdn.sofifa.org/flags/37.png,Miedź Legnica,https://cdn.sofifa.org/teams/2/light/112505.png,https://cdn.sofifa.org/players/4/19/153137.png
13230,J. Tell,25,64,51,57,60,64,66,61,France,https://cdn.sofifa.org/flags/18.png,US Orléans Loiret Football,https://cdn.sofifa.org/teams/2/light/112276.png,https://cdn.sofifa.org/players/4/19/240434.png
13231,A. Altuna,59,52,53,56,59,60,64,33,Argentina,https://cdn.sofifa.org/flags/52.png,San Martin de Tucumán,https://cdn.sofifa.org/teams/2/light/111714.png,https://cdn.sofifa.org/players/4/19/243762.png
13232,A. Rizzo,62,57,56,59,75,66,67,47,Italy,https://cdn.sofifa.org/flags/27.png,Cittadella,https://cdn.sofifa.org/teams/2/light/111993.png,https://cdn.sofifa.org/players/4/19/244530.png
13233,L. Thomas,21,54,48,46,75,64,69,46,England,https://cdn.sofifa.org/flags/14.png,Coventry City,https://cdn.sofifa.org/teams/2/light/1800.png,https://cdn.sofifa.org/players/4/19/235059.png
13234,R. Schlegel,65,40,46,34,48,70,68,34,Argentina,https://cdn.sofifa.org/flags/52.png,Racing Club,https://cdn.sofifa.org/teams/2/light/101085.png,https://cdn.sofifa.org/players/4/19/237875.png
13235,D. Montoya,63,41,51,46,65,68,66,28,Colombia,https://cdn.sofifa.org/flags/56.png,Itagüí Leones FC,https://cdn.sofifa.org/teams/2/light/112970.png,https://cdn.sofifa.org/players/4/19/242483.png
13236,J. McNulty,47,53,53,54,64,64,62,47,Scotland,https://cdn.sofifa.org/flags/42.png,Rochdale,https://cdn.sofifa.org/teams/2/light/1955.png,https://cdn.sofifa.org/players/4/19/177971.png
13237,J. Barrera,47,53,53,54,64,64,62,47,Nicaragua,https://cdn.sofifa.org/flags/86.png,Boyacá Chicó FC,https://cdn.sofifa.org/teams/2/light/112019.png,https://cdn.sofifa.org/players/4/19/195380.png
13238,J. Stead,47,53,53,54,64,64,62,47,England,https://cdn.sofifa.org/flags/14.png,Notts County,https://cdn.sofifa.org/teams/2/light/1937.png,https://cdn.sofifa.org/players/4/19/139317.png
13239,A. Semprini,47,53,53,54,64,64,67,47,Italy,https://cdn.sofifa.org/flags/27.png,Brescia,https://cdn.sofifa.org/teams/2/light/190.png,https://cdn.sofifa.org/players/4/19/240437.png
13240,R. Bingham,47,53,53,54,64,64,64,47,England,https://cdn.sofifa.org/flags/14.png,Hamilton Academical FC,https://cdn.sofifa.org/teams/2/light/184.png,https://cdn.sofifa.org/players/4/19/209462.png
13241,K. Dankowski,47,53,53,54,64,64,67,47,Poland,https://cdn.sofifa.org/flags/37.png,Śląsk Wrocław,https://cdn.sofifa.org/teams/2/light/111092.png,https://cdn.sofifa.org/players/4/19/219702.png
13242,I. Colman,47,53,53,54,64,64,66,47,Argentina,https://cdn.sofifa.org/flags/52.png,Club Atlético Aldosivi,https://cdn.sofifa.org/teams/2/light/111707.png,https://cdn.sofifa.org/players/4/19/225590.png
13243,M. Feeney,47,53,53,54,64,64,70,47,England,https://cdn.sofifa.org/flags/14.png,Everton,https://cdn.sofifa.org/teams/2/light/7.png,https://cdn.sofifa.org/players/4/19/233782.png
13244,R. Minor,47,53,53,54,64,64,62,47,Denmark,https://cdn.sofifa.org/flags/13.png,Hobro IK,https://cdn.sofifa.org/teams/2/light/112425.png,https://cdn.sofifa.org/players/4/19/239158.png
13245,Klauss,47,53,53,54,64,64,66,47,Brazil,https://cdn.sofifa.org/flags/54.png,HJK Helsinki,https://cdn.sofifa.org/teams/2/light/100325.png,https://cdn.sofifa.org/players/4/19/242998.png
